isymbol symbol fill_status side position_qty sale_price sale_qty avg_entry_price sold_at_loss timestamp execution_id
SPY SPY fill sell -2 399.16 2 -1.0 False 2022-09-08T14:16:00.734776475-04:00 eacca50d-02dd-478d-bbb9-e5fa2d3f33cd
SPY SPY fill sell -2 399.16 2 -1.0 False 2022-09-08T14:16:00.734776475-04:00 eacca50d-02dd-478d-bbb9-e5fa2d3f33cd
X X fill sell -41 24.25 41 -1.0 False 2022-09-08T14:16:01.131945103-04:00 89c4bc6f-758d-4a69-820a-f148ca7c131f
X X fill buy 0 25.62 41 24.25 False 2022-09-12T09:30:07.030304072-04:00 bd73605c-4a8e-4957-b800-5577082ec661
WEN WEN partial_fill sell -22 21.02 22 -1.0 False 2022-09-12T09:44:01.203802623-04:00 e7355093-8765-40f6-b3a5-473959106c5b
WEN WEN fill sell -47 21.01 25 -1.0 False 2022-09-12T09:44:01.376712158-04:00 9bcb5d31-94d0-4aad-b9e3-fb31ccd3da77
X X fill buy 41 24.25 41 24.25 False 2022-09-12T11:31:06.481907505-04:00 30998744-29f8-4ab9-bf47-3545baba9218
WEN WEN fill buy 0 20.69 47 21.01468085106383 False 2022-09-12T16:28:45.29527061-04:00 dce18715-2897-498f-a83c-a2052c09d1a7
SPY SPY partial_fill buy -1 399.15 1 399.16 False 2022-09-13T10:39:09.686567944-04:00 47221020-e671-4e99-b0da-9913814ecb04
SPY SPY fill sell 0 385.32 12 396.4275 False 2022-09-16T08:02:02.151611386-04:00 c2d84717-0894-496e-9009-de30665114c1
SPY SPY fill buy 2 385.18 2 396.4275 False 2022-09-16T08:03:00.498272152-04:00 26146f76-a7c1-4f76-95b9-30985c272788
WEN WEN partial_fill buy 39 19.79 39 -1.0 False 2022-09-16T08:39:00.956634476-04:00 44f9ba51-9f87-42e5-ad3d-da7b3d760bc8
WEN WEN fill buy 50 19.79 11 -1.0 False 2022-09-16T08:39:01.198693279-04:00 8403788d-6abd-4f26-bce8-1ed88816ecf1
WEN WEN fill sell 0 19.86 50 19.79 False 2022-09-16T16:28:09.921737686-04:00 b8eec76e-c21a-4b8e-845e-1f6b4440ddfe
SPY SPY fill sell 0 386.05 2 385.18 False 2022-09-16T16:49:01.60470791-04:00 6b1265d3-8917-4488-a47a-33ed3cfe495a
SPY SPY fill sell -2 386.05 2 385.18 False 2022-09-16T16:49:02.285382132-04:00 8b71e655-b8f8-4938-a6b2-a0688940c3ab
X X partial_fill sell 18 19.82 23 24.25 False 2022-09-19T08:10:03.703616609-04:00 6203cc31-ccdc-4bfc-8971-f0b981ecbffb
SPY SPY fill buy 0 376.28 2 386.05 False 2022-09-21T16:27:19.81239099-04:00 d9ad4d8d-471a-4d11-ac20-81ab6915ab21
SPY SPY fill sell 0 377.66 2 376.47 False 2022-09-22T08:03:01.067510163-04:00 15a0cbac-caec-437a-b395-c81cc0e5e465
X X partial_fill buy -1176 18.85 669 20.356666666666666 False 2022-09-23T08:50:07.032312148-04:00 d9004fa2-fc6b-4e5e-be70-7b7957db2d18
X X fill sell -50 19.8 50 -1.0 False 2022-10-04T08:03:00.399971827-04:00 f89a1f2a-87fb-4602-9231-4b6846d8bcd9
WEN WEN fill buy 0 19.36 51 19.4 False 2022-10-05T09:33:41.381521749-04:00 81dbe22d-aa2f-485b-a743-9d4c624361e1
X X fill buy 0 19.8 50 19.8 False 2022-10-06T08:50:01.739692338-04:00 016a7ef1-d616-424f-ae92-be0e799676df
SPY SPY partial_fill buy -1 370.72 1 372.69 False 2022-10-07T08:31:01.1969751-04:00 fd90e542-8c09-4a2e-9cb9-b110e0b180a4
SPY SPY fill buy 2 362.36 2 -1.0 False 2022-10-10T08:03:00.576893371-04:00 3647b758-b644-46c1-b95f-ef17009bcc8a
SPY SPY fill sell 0 362.39 2 362.36 False 2022-10-11T12:41:00.223924787-04:00 4028a945-6184-44e8-aa40-62138fcb379a
WEN WEN fill sell -50 19.77 50 -1.0 False 2022-10-14T08:50:39.831178632-04:00 b92cde77-6fc4-4051-86b9-8b4c99da58a8
X X fill sell 0 19.74 11400 19.855 False 2022-10-17T11:39:22.432785571-04:00 a5709a62-f0a7-4740-9162-6337c0d2c1d4
SPY SPY fill buy 0 369.63 2 370.12 False 2022-10-19T08:03:00.670538907-04:00 b10a93e3-d191-4052-b36d-61953e008f7a
SPY SPY fill buy 2 362.4 2 -1.0 False 2022-10-21T08:18:01.652635725-04:00 3e96d228-4a54-4af3-bf94-e4426e975408
SPY SPY fill sell 0 371.22 2 362.4 False 2022-10-21T12:45:48.348102288-04:00 4a30bebc-fde8-4c1c-ac9b-e6e11bd9e8df
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
X X fill sell 0 21.73 48 20.6 False 2022-10-26T09:29:58.309578381-04:00 bf761778-3c93-4d1e-9210-a63a7407a431
